Region,Region Name,Store,Store Name,Store Postcode,Small Trolley,Large Trolley,Total Trolleys,Trolleys (Y/N),Handheld Basket,Rollable Basket,Total Baskets,Baskets (Y/N),Frequency of Basket Clean,Total per Annum,Latitude,Longitude
590,Peterborough,1235,Wisbech,PE14 0RG,66,52,118,Yes,51,0,51,Yes,Quarterly,4,52.65242583333333,0.14397183333333333
590,Peterborough,2009,Downham Market,PE38 9LJ,59,59,118,Yes,104,0,104,Yes,Monthly,12,52.6040392,0.39635156666666665
260,Newton Aycliffe,1947,Bridlington,YO15 3HB,57,62,119,Yes,136,81,217,Yes,Quarterly,4,54.08376,-0.19874
460,Avonmouth,1743,BRS-Stoke Gifford,BS34 8SP,49,70,119,Yes,0,111,111,Yes,Bi-monthly,6,51.5071618,-2.55078185
220,Runcorn,1851,BBN-Furthergate Works,BB1 1AB,64,56,120,Yes,21,29,50,Yes,Quarterly,4,42.78246786225973,-70.80718045
260,Newton Aycliffe,1663,Consett,DH8 7JZ,25,95,120,Yes,0,70,70,Yes,Quarterly,4,54.84794,-1.8269142
300,Bridgend,1886,Lydney,GL15 5RF,56,64,120,Yes,0,70,70,Yes,Bi-monthly,6,51.72661152222222,-2.529858944
310,Northfleet,599,LON-Barking,IG11 7PH,55,65,120,Yes,189,0,189,Yes,Monthly,12,51.53142,0.08483
320,Southampton,1758,AND-Walworth Business Park,SP10 5NP,39,81,120,Yes,0,81,81,Yes,Quarterly,4,51.2127045,-1.4535929
320,Southampton,2027,Billingshurst,RH14 9LY,39,81,120,Yes,26,49,75,Yes,Bi-monthly,6,51.02994305,-0.44436945
340,Doncaster,1466,Brighouse,HD6 1PE,34,86,120,Yes,0,81,81,Yes,Quarterly,4,53.70214518571428,-1.775779971
340,Doncaster,1596,LIN-Deacon Road,LN2 4JA,40,80,120,Yes,0,36,36,Yes,Bi-monthly,6,53.23932595,-0.51003355
360,Wednesbury,1146,STP-Cheadle,SK8 5NU,44,76,120,Yes,0,94,94,Yes,Quarterly,4,53.3871886,-2.18541195
430,Exeter,1328,Bridport,DT6 3DJ,73,47,120,Yes,0,40,40,Yes,Quarterly,4,50.7394991,-2.74507235
490,Motherwell,1038,Kelso,TD5 7AL,60,60,120,Yes,0,50,50,Yes,Quarterly,4,55.5990504,-2.4280407
490,Motherwell,1054,Dumfries,DG1 2DZ,50,70,120,Yes,10,55,65,Yes,Bi-monthly,6,55.0670048,-3.602125467
320,Southampton,2151,WTH-Downlands Retail Park,BN14 9FB,43,78,121,Yes,0,85,85,Yes,Quarterly,4,50.83596,-0.36497
360,Wednesbury,1652,Loughborough,LE11 5HL,36,85,121,Yes,0,133,133,Yes,Bi-monthly,6,52.77662655,-1.2176397
360,Wednesbury,1835,BIR-Mere Green,B75 5BN,54,67,121,Yes,0,71,71,Yes,Bi-monthly,6,-20.25961768,57.46610881631275
360,Wednesbury,1865,Kidsgrove,ST7 1EF,54,67,121,Yes,0,71,71,Yes,Quarterly,4,53.0889023,-2.2474152
490,Motherwell,1116,EKI-West,G74 5QD,36,85,121,Yes,0,65,65,Yes,Bi-monthly,6,55.76003346666666,-4.227873533
590,Peterborough,1680,Wymondham,NR18 0WF,69,52,121,Yes,0,100,100,Yes,Bi-monthly,6,52.57834835,1.140729
260,Newton Aycliffe,1251,Whitby,YO21 1HS,40,82,122,Yes,0,73,73,Yes,Bi-monthly,6,54.4858976,-0.6354639
260,Newton Aycliffe,1481,NEW-Walkergate,NE6 4NS,42,80,122,Yes,0,64,64,Yes,Bi-monthly,6,54.9845163,-1.5617062
260,Newton Aycliffe,1703,Bingley,BD16 2AH,41,81,122,Yes,25,53,78,Yes,Bi-monthly,6,6.227560251333151,-75.53171765
320,Southampton,1749,SOU-Banister Road,SO15 2XD,42,80,122,Yes,82,106,188,Yes,Monthly,12,50.9186473,-1.405574
360,Wednesbury,1250,Halesowen,B63 4RH,50,72,122,Yes,0,168,168,Yes,Bi-monthly,6,52.4467037,-2.0545503
460,Avonmouth,1730,Wallingford,OX10 9BS,52,70,122,Yes,185,116,301,Yes,Bi-monthly,6,51.59717135,-1.13656695
490,Motherwell,1323,STI-Weaver Row,FK7 9AS,44,78,122,Yes,0,34,34,Yes,Bi-monthly,6,56.1031,-3.94118
590,Peterborough,2016,Watton,IP25 6UP,74,48,122,Yes,51,0,51,Yes,Quarterly,4,52.5711639,0.85276785
260,Newton Aycliffe,1590,Bedlington,NE22 6BP,39,84,123,Yes,0,64,64,Yes,Quarterly,4,55.1327936,-1.5974274
260,Newton Aycliffe,1853,Barnard Castle,DL12 8TD,43,80,123,Yes,55,30,85,Yes,Quarterly,4,54.55159685,-1.908478375
320,Southampton,2044,NBY-London Road Retail Park,RG14 2BP,38,85,123,Yes,0,33,33,Yes,Quarterly,4,51.40314956666667,-1.305920867
340,Doncaster,1186,Ossett,WF5 8DA,54,69,123,Yes,0,92,92,Yes,Bi-monthly,6,53.6804601,-1.5814621
430,Exeter,1572,Penzance,TR18 4NP,98,25,123,Yes,0,134,134,Yes,Bi-monthly,6,50.1118484,-5.5431667
460,Avonmouth,46,Yate,BS37 4BA,36,87,123,Yes,0,89,89,Yes,Quarterly,4,51.5387164,-2.4144381
490,Motherwell,980,Kilsyth,G65 9JX,41,82,123,Yes,0,56,56,Yes,Bi-monthly,6,55.97668276666666,-4.060301433
250,Belvedere,1598,LON-Welling,DA16 3HF,29,95,124,Yes,36,120,156,Yes,Bi-monthly,6,51.4642984,0.1074691
360,Wednesbury,1591,BIR-Stirchley,B30 2YB,55,69,124,Yes,0,91,91,Yes,Monthly,12,52.4295,-1.9193
490,Motherwell,1649,Dumbarton,G82 1QS,44,80,124,Yes,0,129,129,Yes,Bi-monthly,6,55.9426416,-4.5657405
260,Newton Aycliffe,1988,Shipley,BD17 7DZ,54,71,125,Yes,0,120,120,Yes,Quarterly,4,53.8488,-1.7684
290,Enfield,517,LON-Edmonton,N18 2XZ,60,65,125,Yes,0,110,110,Yes,Monthly,12,51.6141591,-0.0652404
300,Bridgend,1774,Carmarthen,SA31 3FF,42,83,125,Yes,0,76,76,Yes,Quarterly,4,51.85488,-4.31286
320,Southampton,380,ESL-Coles Close,SO50 4EL,54,71,125,Yes,0,116,116,Yes,Quarterly,4,50.97113705,-1.35018185
320,Southampton,737,Blackwater,GU17 9AP,63,62,125,Yes,80,125,205,Yes,Quarterly,4,51.33055955,-0.77850395
340,Doncaster,484,DON-Sandall,DN2 5DX,40,85,125,Yes,0,83,83,Yes,Quarterly,4,53.5445067,-1.0834589
430,Exeter,1363,New Milton,BH25 6PR,63,62,125,Yes,0,60,60,Yes,Quarterly,4,50.7463405,-1.6593815
430,Exeter,1588,PLE-Waterloo Road,BH17 7LQ,103,22,125,Yes,0,105,105,Yes,Bi-monthly,6,50.7436508,-1.9839373
300,Bridgend,667,Malvern,WR14 1AG,52,74,126,Yes,0,55,55,Yes,Quarterly,4,52.1286953,-2.3114817
430,Exeter,1712,BOU-West Howe,BH11 9DU,66,60,126,Yes,0,130,130,Yes,Bi-monthly,6,34.2771651,135.5723119
490,Motherwell,1492,EDI-Slateford Road,EH14 1NZ,73,53,126,Yes,0,55,55,Yes,Bi-monthly,6,55.931225,-3.2353799
220,Runcorn,1484,Accrington,BB5 4ES,58,69,127,Yes,0,48,48,Yes,Quarterly,4,41.97185657332134,-70.89510287
250,Belvedere,615,LON-Peckham,SE15 5BA,64,63,127,Yes,140,167,307,Yes,Monthly,12,51.4724111,-0.0712593
320,Southampton,75,BRT-Arundel Road,BN2 5TB,42,85,127,Yes,0,71,71,Yes,Monthly,12,50.81714375,-0.10722195
340,Doncaster,1792,SHE-Stannington Road,S6 5FL,36,91,127,Yes,150,83,233,Yes,Bi-monthly,6,53.4000442,-1.5137663
490,Motherwell,1049,Stranraer,DG9 7BT,49,78,127,Yes,0,75,75,Yes,Quarterly,4,54.8970303,-5.0240159
590,Peterborough,831,Kings Lynn,PE30 1AS,74,53,127,Yes,50,0,50,Yes,Bi-monthly,6,52.7561623,0.4008905
600,Luton,938,COV-Brandon Road,CV3 2AN,90,37,127,Yes,0,52,52,Yes,Quarterly,4,52.3960043,-1.4366358
260,Newton Aycliffe,1934,Kendal,LA9 6EL,60,68,128,Yes,90,49,139,Yes,Quarterly,4,54.33125645,-2.7423212
300,Bridgend,1603,Haverfordwest,SA61 2HD,49,79,128,Yes,0,28,28,Yes,Quarterly,4,51.804241260000005,-4.97074592
300,Bridgend,1871,Stroud,GL5 3EY,58,70,128,Yes,0,55,55,Yes,Quarterly,4,51.7420728,-2.2384983
430,Exeter,1939,Truro,TR1 2TH,65,63,128,Yes,0,63,63,Yes,Quarterly,4,50.2597004,-5.0663915
320,Southampton,1667,Hythe,SO45 6EB,33,96,129,Yes,0,37,37,Yes,Quarterly,4,50.86686122857143,-1.39826185
460,Avonmouth,1738,CPM-Hungerdown Lane,SN14 0JW,22,107,129,Yes,69,111,180,Yes,Bi-monthly,6,51.4658201,-2.137944
260,Newton Aycliffe,1579,STK-Yarm Road,TS18 3RU,26,104,130,Yes,0,99,99,Yes,Bi-monthly,6,54.549091,-1.3325234
320,Southampton,1854,Tadley,RG26 4QH,40,90,130,Yes,0,90,90,Yes,Quarterly,4,51.3574591,-1.1447576
340,Doncaster,1600,Wombwell,S73 8DS,50,80,130,Yes,0,145,145,Yes,Quarterly,4,53.5296712,-1.4077946
460,Avonmouth,35,Warminster,BA12 9BR,42,88,130,Yes,0,190,190,Yes,Bi-monthly,6,51.20509657142858,-2.177678186
590,Peterborough,1414,Cromer,NR27 9JW,80,50,130,Yes,96,0,96,Yes,Quarterly,4,52.9265285,1.2866231666666665
590,Peterborough,1532,Bourne,PE10 0ET,80,50,130,Yes,150,0,150,Yes,Quarterly,4,52.75489686,-0.36901764
360,Wednesbury,1735,Newport,TF10 7BX,43,88,131,Yes,0,73,73,Yes,Bi-monthly,6,52.76297555,-2.36137605
260,Newton Aycliffe,1786,DUR-Dragon Lane,DH1 2YN,50,82,132,Yes,0,59,59,Yes,Quarterly,4,54.77855647999999,-1.53741788
590,Peterborough,1816,NOR-Taverham,NR8 6HT,67,66,133,Yes,174,0,174,Yes,Bi-monthly,6,52.692101,1.1907777333333334
220,Runcorn,1646,BLA-Squires Gate Lane,FY8 2FX,40,95,135,Yes,0,95,95,Yes,Bi-monthly,6,53.7777175,-3.0458106
260,Newton Aycliffe,1528,CRL-Warwick Road,CA1 2RZ,35,100,135,Yes,41,70,111,Yes,Quarterly,4,54.8949,-2.90415
300,Bridgend,1813,NPT-Cardiff Road,NP20 3BP,58,77,135,Yes,0,76,76,Yes,Quarterly,4,51.5708764,-3.013451844
320,Southampton,1555,SOU-Woolston,SO19 9DY,40,95,135,Yes,160,30,190,Yes,Monthly,12,50.8969704,-1.379527385
490,Motherwell,1058,GLA-Pollokshaws,G43 1PX,18,117,135,Yes,0,65,65,Yes,Bi-monthly,6,55.823389,-4.2942736
220,Runcorn,1401,Lytham,FY8 5AT,64,72,136,Yes,0,80,80,Yes,Quarterly,4,53.74363375,-2.9399698
220,Runcorn,2006,WIG-Woodhouse Lane,WN6 7NS,72,65,137,Yes,0,92,92,Yes,Quarterly,4,53.5454,-2.6409
320,Southampton,1674,Hayling Island,PO11 0QW,54,83,137,Yes,0,91,91,Yes,Bi-monthly,6,50.8003144,-0.9774336
340,Doncaster,1614,Mirfield,WF14 8LN,55,82,137,Yes,91,28,119,Yes,Bi-monthly,6,53.6732217,-1.6925511
430,Exeter,1748,Chard,TA20 2LW,76,61,137,Yes,20,50,70,Yes,Bi-monthly,6,50.8740984,-2.9542064
430,Exeter,1959,Wellington,TA21 9HN,67,70,137,Yes,60,41,101,Yes,Bi-monthly,6,50.98680695,-3.2171874
430,Exeter,1981,West Parley,BH22 8EB,75,62,137,Yes,48,54,102,Yes,Quarterly,4,50.78064312,-1.88218386
490,Motherwell,1435,GLA-Rutherglen,G73 3BA,52,86,138,Yes,0,48,48,Yes,Bi-monthly,6,55.8273332,-4.1950325
250,Belvedere,843,Leatherhead,KT22 7AX,90,49,139,Yes,56,54,110,Yes,Bi-monthly,6,51.29545946666667,-0.3305112
220,Runcorn,812,Northwich,CW9 5JF,80,60,140,Yes,0,80,80,Yes,Quarterly,4,53.26127258,-2.506329475
260,Newton Aycliffe,1940,Preston Grange,NE29 9QS,35,105,140,Yes,87,20,107,Yes,Quarterly,4,55.0274503,-1.4641713
290,Enfield,1022,LON-Walthamstow,E17 7AD,40,100,140,Yes,25,40,65,Yes,Monthly,12,51.58200589,-0.032619563
360,Wednesbury,1772,Lichfield-Eastern Avenue,WS13 6RL,47,93,140,Yes,0,44,44,Yes,Quarterly,4,52.69093,-1.81128
430,Exeter,1830,Portland,DT5 1SA,78,62,140,Yes,56,24,80,Yes,Bi-monthly,6,50.5707476,-2.4560961
430,Exeter,1858,Verwood,BH31 7AJ,67,73,140,Yes,0,71,71,Yes,Quarterly,4,50.87921265,-1.8683678
490,Motherwell,1021,INV-Telford,IV3 5LU,85,55,140,Yes,0,92,92,Yes,Bi-monthly,6,57.48121366666666,-4.245270267
300,Bridgend,1290,BRI-Tondu,CF32 9DF,58,84,142,Yes,0,43,43,Yes,Quarterly,4,51.55024,-3.59607
340,Doncaster,1880,Selby,YO8 8SQ,86,56,142,Yes,0,74,74,Yes,Bi-monthly,6,53.7674364,-1.0621345
460,Avonmouth,79,Trowbridge,BA14 8QU,51,91,142,Yes,0,52,52,Yes,Quarterly,4,51.3298586,-2.2055029
460,Avonmouth,1684,Westbury,BA13 3XW,28,114,142,Yes,0,166,166,Yes,Bi-monthly,6,51.2661943,-2.1798064
490,Motherwell,2017,EDI-Corstorphine,EH12 8HW,60,82,142,Yes,0,100,100,Yes,Bi-monthly,6,55.94204868,-3.295948206
490,Motherwell,1569,Greenock,PA15 1EG,22,121,143,Yes,0,117,117,Yes,Quarterly,4,55.94877465,-4.75471775
300,Bridgend,441,Chepstow,NP16 5JW,55,89,144,Yes,0,36,36,Yes,Quarterly,4,51.63176542,-2.67464398
430,Exeter,1272,YEO-Lyde Road,BA21 5DW,75,69,144,Yes,0,86,86,Yes,Quarterly,4,50.9471887,-2.611296975
460,Avonmouth,1187,Street,BA16 0HW,61,83,144,Yes,0,80,80,Yes,Quarterly,4,51.12578726666667,-2.755028
460,Avonmouth,1931,CPM-Pewsham Way,SN15 3JG,64,81,145,Yes,0,205,205,Yes,Quarterly,4,51.4524,-2.11125
260,Newton Aycliffe,1819,YRK-James Street,YO10 3WW,68,78,146,Yes,92,47,139,Yes,Bi-monthly,6,53.956371576923075,-1.067892054
430,Exeter,971,TOR-Newton Road,TQ2 7AJ,91,55,146,Yes,0,64,64,Yes,Bi-monthly,6,50.48444513333333,-3.552334767
460,Avonmouth,199,Clevedon,BS21 6HB,42,104,146,Yes,0,78,78,Yes,Bi-monthly,6,51.43370165714286,-2.854600314
460,Avonmouth,410,BRS-Brislington,BS4 5NG,41,106,147,Yes,0,61,61,Yes,Quarterly,4,51.42994508,-2.54419016
460,Avonmouth,1062,BTH-Bath,BA2 3FX,73,74,147,Yes,51,148,199,Yes,Monthly,12,51.38112,-2.38759
320,Southampton,1669,Whiteley,PO15 7FU,61,88,149,Yes,3,73,76,Yes,Bi-monthly,6,50.87818,-1.25099
460,Avonmouth,1826,Bishops Cleeve,GL52 8NF,40,110,150,Yes,95,0,95,Yes,Quarterly,4,51.9481042,-2.06238235
300,Bridgend,1822,Coleford,GL16 8SH,70,83,153,Yes,0,48,48,Yes,Bi-monthly,6,51.7930043,-2.6154251
430,Exeter,1638,Blandford Forum,DT11 7FP,122,32,154,Yes,7,75,82,Yes,Bi-monthly,6,50.87123,-2.15632
430,Exeter,1795,Tiverton,EX16 4JX,124,30,154,Yes,69,47,116,Yes,Quarterly,4,50.90576,-3.47971
300,Bridgend,1203,BRI-Retail Park,CF31 3LG,87,68,155,Yes,0,39,39,Yes,Quarterly,4,51.49431,-3.58337
430,Exeter,1456,PLY-Plympton,PL7 4NF,110,45,155,Yes,0,134,134,Yes,Bi-monthly,6,50.38972273333333,-4.069966333
460,Avonmouth,872,Devizes,SN10 2SD,25,131,156,Yes,0,128,128,Yes,Quarterly,4,51.3645029,-1.97098485
590,Peterborough,1728,SPD-Holbeach Rd,PE11 2HU,98,58,156,Yes,78,0,78,Yes,Bi-monthly,6,52.79754,-0.13317
300,Bridgend,1204,Monmouth,NP25 3LY,105,52,157,Yes,0,53,53,Yes,Quarterly,4,51.81001953333333,-2.706404667
490,Motherwell,1498,Hamilton,ML3 6BJ,62,95,157,Yes,0,40,40,Yes,Quarterly,4,55.7789,-4.03687
430,Exeter,1540,YEO-West Hendford,BA20 2AJ,83,75,158,Yes,0,142,142,Yes,Bi-monthly,6,50.9401,-2.6396
250,Belvedere,1789,LON-Caterham,CR3 6PD,75,85,160,Yes,0,75,75,Yes,Monthly,12,51.2845096,-0.0792009
310,Northfleet,1138,LON-Dagenham,RM8 2DB,100,60,160,Yes,120,0,120,Yes,Monthly,12,51.5520754,0.1134601
430,Exeter,1860,EXE-Pinhoe,EX4 8JQ,80,80,160,Yes,0,60,60,Yes,Bi-monthly,6,50.7374,-3.5362
460,Avonmouth,1997,CHT-Cirencester Road,GL53 8EW,60,100,160,Yes,0,81,81,Yes,Quarterly,4,51.8758933,-2.0533961
260,Newton Aycliffe,1551,SUN-Grangetown,SR2 9ST,60,102,162,Yes,0,99,99,Yes,Quarterly,4,41.3539753,69.19490644999999
460,Avonmouth,1542,WSM-Winterstoke Road,BS24 9AA,62,101,163,Yes,108,73,181,Yes,Bi-monthly,6,51.33126873,-2.956104275
590,Peterborough,1678,Clacton,CO16 9FY,86,81,167,Yes,103,0,103,Yes,Quarterly,4,51.8118741,1.1438786
290,Enfield,319,LON-Hackney,E9 7QX,90,85,175,Yes,0,150,150,Yes,Monthly,12,51.5402701,-0.054659525
430,Exeter,2074,Bovey Tracey,TQ13 9JZ,88,88,176,Yes,0,56,56,Yes,Monthly,12,50.5863042,-3.6873182
430,Exeter,1884,Teignmouth,TQ14 8HR,83,97,180,Yes,48,9,57,Yes,Monthly,12,50.5472927,-3.4951202
460,Avonmouth,1960,BRS-Wyck Beck Road,BS10 7TA,89,98,187,Yes,0,128,128,Yes,Monthly,12,51.5157181,-2.6246202
460,Avonmouth,1305,Evesham,WR11 1BH,68,126,194,Yes,0,65,65,Yes,Bi-monthly,6,52.0891498,-1.934017333
260,Newton Aycliffe,1541,Maryport,CA15 6DA,133,113,246,Yes,0,74,74,Yes,Bi-monthly,6,54.7123141,-3.4968002
